股票代码,股票简称,最新价,最新涨跌幅,个股热度[20250612],个股热度排名[20250612],market_code,code,rank,short_name,price,change,change_pct,触及跌停,最近触及日期
002298,中电鑫龙,7.75,-8.284023669,201242.0,27,33,002298,58,中电鑫龙,7.75,-0.6417,-8.28,False,
000795,英洛华,11.91,4.017467249,187591.0,28,33,000795,57,英洛华,11.91,0.47878199999999993,4.02,False,
603390,通达电气,15.17,10.007251632,186695.0,29,17,603390,25,通达电气,15.17,1.518517,10.01,False,
002639,雪人股份,11.23,-6.95940348,186637.5,30,33,002639,61,雪人股份,11.23,-0.7816080000000001,-6.96,False,
300237,美晨科技,2.08,20.231213873,183766.5,31,33,300237,28,美晨科技,2.08,0.42078400000000005,20.23,False,
000948,南天信息,20.92,9.989484753,180561.5,32,33,000948,20,南天信息,20.92,2.0899080000000003,9.99,False,
002165,红宝丽,10.17,5.170630817,180344.0,33,33,002165,68,红 宝 丽,10.17,0.525789,5.17,False,
002426,胜利精密,2.98,9.963099631,179093.0,34,33,002426,19,胜利精密,2.98,0.296808,9.96,False,
301110,青木科技,60.35,20.003976934,174180.5,35,33,301110,23,青木科技,60.35,12.07,20.0,False,
002040,南京港,12.25,6.244579358,173999.5,36,33,002040,9,南 京 港,12.25,0.7644,6.24,False,
002556,辉隆股份,6.79,10.048622366,172227.0,37,33,002556,33,辉隆股份,6.79,0.6823950000000001,10.05,False,
605099,共创草坪,44.63,0.972850679,169498.5,38,17,605099,65,共创草坪,44.63,0.432911,0.97,False,
300804,广康生化,60.45,18.879056047,168117.5,39,33,300804,84,广康生化,60.45,11.41296,18.88,False,
603787,新日股份,14.05,10.023492561,167443.0,40,17,603787,56,新日股份,14.05,1.40781,10.02,False,
002645,华宏科技,10.01,10,166871.0,41,33,002645,13,华宏科技,10.01,1.001,10.0,False,
603032,德新科技,18.32,3.854875283,165226.0,42,17,603032,73,德新科技,18.32,0.70532,3.85,False,
002317,众生药业,17.89,6.235154394,159973.5,43,33,002317,67,众生药业,17.89,1.116336,6.24,False,
600353,旭光电子,12.53,5.117449664,152093.5,44,17,600353,88,旭光电子,12.53,0.641536,5.12,False,
600111,北方稀土,25.55,3.441295547,148583.5,45,17,600111,45,北方稀土,25.55,0.8789199999999999,3.44,False,
603335,迪生力,5.37,10.040983607,147214.5,46,17,603335,26,迪生力,5.37,0.539148,10.04,False,
300748,金力永磁,24.07,7.888839086,147016.5,47,33,300748,39,金力永磁,24.07,1.899123,7.89,False,
300703,创源股份,27.82,13.597386688,144118.0,48,33,300703,59,创源股份,27.82,3.7835199999999998,13.6,False,
002467,二六三,6.46,-7.977207977,136507.0,50,33,002467,80,二六三,6.46,-0.5155080000000001,-7.98,False,
601377,兴业证券,6.47,9.290540541,135813.5,51,17,601377,30,兴业证券,6.47,0.6010629999999999,9.29,False,
601008,连云港,7.74,1.842105263,135260.0,52,17,601008,32,连云港,7.74,0.14241600000000001,1.84,False,
603258,电魂网络,23.78,9.990749306,134193.0,53,17,603258,27,电魂网络,23.78,2.3756220000000003,9.99,False,
300468,四方精创,29.59,4.558303887,133565.0,54,33,300468,78,四方精创,29.59,1.3493039999999998,4.56,False,
600223,福瑞达,9.3,10.059171598,133305.5,55,17,600223,35,福瑞达,9.3,0.9355800000000001,10.06,False,
601279,英利汽车,3.96,10,131502.5,56,17,601279,31,英利汽车,3.96,0.396,10.0,False,
002640,跨境通,5.23,0.770712909,131348.0,57,33,002640,83,跨境通,5.23,0.04027100000000001,0.77,False,
002177,御银股份,7.5,-2.97542044,130721.0,58,33,002177,79,御银股份,7.5,-0.2235,-2.98,False,
300745,欣锐科技,20.46,20,130105.5,59,33,300745,34,欣锐科技,20.46,4.0920000000000005,20.0,False,
000903,云内动力,4.6,4.545454545,122704.0,61,33,000903,98,云内动力,4.6,0.20929999999999996,4.55,False,
603982,泉峰汽车,9.43,10.035005834,120992.0,62,17,603982,24,泉峰汽车,9.43,0.9467719999999998,10.04,False,
600418,江淮汽车,41.97,6.929936306,120695.0,64,17,600418,60,江淮汽车,41.97,2.908521,6.93,False,
002400,省广集团,8.06,4,119590.5,65,33,002400,87,省广集团,8.06,0.3224,4.0,False,
603139,康惠制药,24.95,10.008818342,119531.5,66,17,603139,69,康惠制药,24.95,2.497495,10.01,False,
605151,西上海,19.32,10.022779043,118683.0,68,17,605151,51,西上海,19.32,1.935864,10.02,False,
603607,京华激光,28.6,5.965172286,118221.0,69,17,603607,90,京华激光,28.6,1.70742,5.97,False,
002923,润都股份,14.32,9.984639017,116985.0,70,33,002923,44,润都股份,14.32,1.429136,9.98,False,
605388,均瑶健康,10.35,-10,115235.5,73,17,605388,96,均瑶健康,10.35,-1.035,-10.0,False,
600259,广晟有色,54.41,4.634615385,113362.0,75,17,600259,77,广晟有色,54.41,2.519183,4.63,False,
603917,合力科技,14.41,10,111558.0,78,17,603917,40,合力科技,14.41,1.4409999999999998,10.0,False,
300059,东方财富,21.49,2.479732952,110874.5,79,33,300059,16,东方财富,21.49,0.532952,2.48,False,
603586,金麒麟,19.09,10.028818444,110298.0,80,17,603586,43,金麒麟,19.09,1.9147269999999998,10.03,False,
000831,中国稀土,37.36,2.412280702,108199.0,82,33,000831,75,中国稀土,37.36,0.900376,2.41,False,
002882,金龙羽,26.23,-8.542538354,105929.0,84,33,002882,100,金龙羽,26.23,-2.240042,-8.54,False,
002510,天汽模,7.04,4.451038576,105223.5,85,33,002510,95,天汽模,7.04,0.31328,4.45,False,
002996,顺博合金,7.8,10.014104372,104977.5,87,33,002996,41,顺博合金,7.8,0.78078,10.01,False,
600644,乐山电力,15.81,-6.560283688,103499.0,89,17,600644,92,乐山电力,15.81,-1.037136,-6.56,False,
603587,地素时尚,14.05,10.023492561,102997.5,90,17,603587,42,地素时尚,14.05,1.40781,10.02,False,
600557,康缘药业,16.32,9.973045822,100073.0,94,17,600557,52,康缘药业,16.32,1.627104,9.97,False,
600798,宁波海运,4.36,4.807692308,99151.0,95,17,600798,49,宁波海运,4.36,0.20971599999999999,4.81,False,
603725,天安新材,8.33,10.039630119,91259.5,100,17,603725,55,天安新材,8.33,0.8363319999999999,10.04,False,
